Ruta	Descripción	Fecha Gaceta	Fecha Vigencia
639	SAN JOSE-MATAPALO	TRANSPORTES COSTARRICENSES PANAMEÑOS, LIMITADA (TRACOPA)	(RA-015)
639	SAN JOSE-SAVEGRE	TRANSPORTES COSTARRICENSES PANAMEÑOS, LIMITADA (TRACOPA)	(RA-015)
639	SAN JOSE-QUEPOS	TRANSPORTES COSTARRICENSES PANAMEÑOS, LIMITADA (TRACOPA)	(RA-015)
639	SAN JOSE-PARRITA	TRANSPORTES COSTARRICENSES PANAMEÑOS, LIMITADA (TRACOPA)	(RA-015)
639	SAN JOSE-ESTERILLOS	TRANSPORTES COSTARRICENSES PANAMEÑOS, LIMITADA (TRACOPA)	(RA-015)
640	LAUREL-PLAYA ZANCUDO	EDUARDO BARRANTES CAMPOS	(RA-295)
640	LAUREL-LA VIRGEN	EDUARDO BARRANTES CAMPOS	(RA-295)
640	LAUREL-LA ESPERANZA	EDUARDO BARRANTES CAMPOS	(RA-295)
640	LAUREL-CONTE	EDUARDO BARRANTES CAMPOS	(RA-295)
640	LAUREL-ESTRELLA	EDUARDO BARRANTES CAMPOS	(RA-295)
640	LAUREL-LA VACA	EDUARDO BARRANTES CAMPOS	(RA-295)
640	LAUREL-BELLA LUZ	EDUARDO BARRANTES CAMPOS	(RA-295)
640	LAUREL-TAMARINDO	EDUARDO BARRANTES CAMPOS	(RA-295)
640	LAUREL-EL ROBLE	EDUARDO BARRANTES CAMPOS	(RA-295)
640	LAUREL-CAUCHO	EDUARDO BARRANTES CAMPOS	(RA-295)
641	GOLFITO-URBANO-CASCO CENTRAL	SERVICIOS URBANOS GOLFITEÑOS S.A.	(RA-186)
641	GOLFITO-RESIDENCIAL UREÑA	SERVICIOS URBANOS GOLFITEÑOS S.A.	(RA-186)
641	GOLFITO-RIO COTO	SERVICIOS URBANOS GOLFITEÑOS S.A.	(RA-186)
641	GOLFITO-LAS TRENZAS	SERVICIOS URBANOS GOLFITEÑOS S.A.	(RA-186)
641	GOLFITO-KM 16	SERVICIOS URBANOS GOLFITEÑOS S.A.	(RA-186)
641	GOLFITO-KM 14	SERVICIOS URBANOS GOLFITEÑOS S.A.	(RA-186)
641 BS	GOLFITO-RESIDENCIAL UREÑA	SERVICIOS URBANOS GOLFITEÑOS S.A.	(RA-186)
642	QUEPOS-LONDRES ARRIBA	AUTOTRANSPORTES GAMBOA MARÍN S.A.	(RA-209)
642	QUEPOS-LONDRES ABAJO	AUTOTRANSPORTES GAMBOA MARÍN S.A.	(RA-209)
642	QUEPOS-VILLANUEVA	AUTOTRANSPORTES GAMBOA MARÍN S.A.	(RA-209)
642	QUEPOS-NARANJITO	AUTOTRANSPORTES GAMBOA MARÍN S.A.	(RA-209)
642	QUEPOS-LA MANAGUA	AUTOTRANSPORTES GAMBOA MARÍN S.A.	(RA-209)
642	QUEPOS-HOSPITAL NUEVO	AUTOTRANSPORTES GAMBOA MARÍN S.A.	(RA-209)
644	PUERTO JIMENEZ-DOS BRAZOS	AUTOTRANSPORTES OSA PENINSULA OMB. LTDA	(RA-413)
644	PUERTO JIMENEZ-GALLARDO	AUTOTRANSPORTES OSA PENINSULA OMB. LTDA	(RA-413)
645	BUENOS AIRES-POTRERO GRANDE	TRANSPORTES EGO S.A.	(RA-336)
650	ESPARZA-PARAISO-LA MINA	CRISTIAN CASTRO BARRANTES	(RA-422)
650	MARATHON DE GUADALUPE-LA MINA	CRISTIAN CASTRO BARRANTES	(RA-422)
651	PALMAR NORTE-SIERPE	AUTOLASSA S.A.	(RA-433)
651	PALMAR NORTE-LA GALLEGA	AUTOLASSA S.A.	(RA-433)
651	PALMAR NORTE-FINCA 12	AUTOLASSA S.A.	(RA-433)
651	PALMAR NORTE-FINCA 5	AUTOLASSA S.A.	(RA-433)
651	PALMAR NORTE-FINCA 10	AUTOLASSA S.A.	(RA-433)
651	PALMAR NORTE-FINCA 6	AUTOLASSA S.A.	(RA-433)
651	PALMAR NORTE-FINCA 2	AUTOLASSA S.A.	(RA-433)
651	PALMAR NORTE-PALMAR SUR	AUTOLASSA S.A.	(RA-433)
653	QUEPOS-PLAYAS DE MANUEL ANTONIO	TRANSPORTES HEROSUMA FD S.A.	(RA-230)
654	GOLFITO-PASO CANOAS	TRANSGOLFO S.A.	(RA-358)
655	SAN JOSE-PLAYAS DE JACO	TRANSPORTES JACÓ S.A.	(RA-049)
655	SAN JOSE-OROTINA	TRANSPORTES JACÓ S.A.	(RA-049)
657	ESPARZA-ENTRADA A TIVIVES	MIGUEL CARRANZA SOLANO	(RA-191)
657	ESPARZA-CALDERA-MATA LIMON	MIGUEL CARRANZA SOLANO	(RA-191)
657	ESPARZA-SALINAS	MIGUEL CARRANZA SOLANO	(RA-191)
657	ESPARZA-CASCABELA	MIGUEL CARRANZA SOLANO	(RA-191)
657	ESPARZA-EL JOCOTE	MIGUEL CARRANZA SOLANO	(RA-191)
657	ESPARZA-ALUNASA	MIGUEL CARRANZA SOLANO	(RA-191)
660	SAN VITO-EL CEIBO	AUTOTRANSPORTES HERMANOS NAVARRO S.A.	(RA-208)
660	SAN VITO-PIEDRA PINTADA	AUTOTRANSPORTES HERMANOS NAVARRO S.A.	(RA-208)
660	SAN VITO-AGUAS CLARAS	AUTOTRANSPORTES HERMANOS NAVARRO S.A.	(RA-208)
662	HOSPITAL DE SAN VITO-BARRIO ALBORADA-BARRIO CANADA-CRUCE DE DANTO Y VICEVERSA	AUTOTRANSPORTES HERMANOS NAVARRO S.A.	(RA-208)
671	SAN VITO-PALMIRA ARRIBA	AUTOTRANSPORTES HERMANOS NAVARRO S.A.	(RA-208)
671	SAN VITO-FILA TIGRE	AUTOTRANSPORTES HERMANOS NAVARRO S.A.	(RA-208)
671	SAN VITO-SANTA ELENA	AUTOTRANSPORTES HERMANOS NAVARRO S.A.	(RA-208)
671	SAN VITO-EL ROBLE	AUTOTRANSPORTES HERMANOS NAVARRO S.A.	(RA-208)
671	SAN VITO-NARANJO	AUTOTRANSPORTES HERMANOS NAVARRO S.A.	(RA-208)
671	SAN VITO-LOS MENDEZ	AUTOTRANSPORTES HERMANOS NAVARRO S.A.	(RA-208)
671	SAN VITO-GUINEA	AUTOTRANSPORTES HERMANOS NAVARRO S.A.	(RA-208)
671	SAN VITO-VUELTA DE HUEVO	AUTOTRANSPORTES HERMANOS NAVARRO S.A.	(RA-208)
671	SAN VITO-CEMENTERIO	AUTOTRANSPORTES HERMANOS NAVARRO S.A.	(RA-208)
671	SAN VITO-LA 23	AUTOTRANSPORTES HERMANOS NAVARRO S.A.	(RA-208)
671	SAN VITO-LOS CORRALES	AUTOTRANSPORTES HERMANOS NAVARRO S.A.	(RA-208)
671	SAN VITO-LAS BRISAS	AUTOTRANSPORTES HERMANOS NAVARRO S.A.	(RA-208)
671	SAN VITO-RIO NEGRO	AUTOTRANSPORTES HERMANOS NAVARRO S.A.	(RA-208)
671	SAN VITO-CASA SOLA	AUTOTRANSPORTES HERMANOS NAVARRO S.A.	(RA-208)
671	SAN VITO-AGUAS CLARAS	AUTOTRANSPORTES HERMANOS NAVARRO S.A.	(RA-208)
671	SAN VITO-FILA TIGRE	AUTOTRANSPORTES HERMANOS NAVARRO S.A.	(RA-208)
671	SAN VITO-PALMIRA	AUTOTRANSPORTES HERMANOS NAVARRO S.A.	(RA-208)
671	SAN VITO-KAMAKIRI	AUTOTRANSPORTES HERMANOS NAVARRO S.A.	(RA-208)
671	SAN VITO-SANTA ELENA	AUTOTRANSPORTES HERMANOS NAVARRO S.A.	(RA-208)
671	SAN VITO-NARANJO	AUTOTRANSPORTES HERMANOS NAVARRO S.A.	(RA-208)
671	SAN VITO-LOS MENDEZ	AUTOTRANSPORTES HERMANOS NAVARRO S.A.	(RA-208)
671	SAN VITO-GUINEA	AUTOTRANSPORTES HERMANOS NAVARRO S.A.	(RA-208)
671	SAN VITO-VUELTA DE HUEVO	AUTOTRANSPORTES HERMANOS NAVARRO S.A.	(RA-208)
671	SAN VITO-CEMENTERIO	AUTOTRANSPORTES HERMANOS NAVARRO S.A.	(RA-208)
671	SAN VITO-LOS CORRALES	AUTOTRANSPORTES HERMANOS NAVARRO S.A.	(RA-208)
671	SAN VITO-El ROBLE	AUTOTRANSPORTES HERMANOS NAVARRO S.A.	(RA-208)
671	SAN VITO-LA 23	AUTOTRANSPORTES HERMANOS NAVARRO S.A.	(RA-208)
671	SAN VITO-LAS BRISAS	AUTOTRANSPORTES HERMANOS NAVARRO S.A.	(RA-208)
671	SAN VITO-RIO NEGRO	AUTOTRANSPORTES HERMANOS NAVARRO S.A.	(RA-208)
671	SAN VITO-CASA SOLA	AUTOTRANSPORTES HERMANOS NAVARRO S.A.	(RA-208)
671	SAN VITO-AGUAS CLARAS	AUTOTRANSPORTES HERMANOS NAVARRO S.A.	(RA-208)
673	SAN VITO-LAS ALTURAS DE COTON	AUTOTRANSPORTES BLANCO QUIRÓS S.A.	(RA-469)
673	SAN VITO-LOS SUIZOS	AUTOTRANSPORTES BLANCO QUIRÓS S.A.	(RA-469)
673	SAN VITO-EL ROBLE (CABLE)	AUTOTRANSPORTES BLANCO QUIRÓS S.A.	(RA-469)
673	SAN VITO-LA FLOR	AUTOTRANSPORTES BLANCO QUIRÓS S.A.	(RA-469)
673	SAN VITO-EL MANDARINA	AUTOTRANSPORTES BLANCO QUIRÓS S.A.	(RA-469)
673	SAN VITO-ENTRADA A ASERRADERO	AUTOTRANSPORTES BLANCO QUIRÓS S.A.	(RA-469)
673	SAN VITO-LAS BRISAS	AUTOTRANSPORTES BLANCO QUIRÓS S.A.	(RA-469)
673	SAN VITO-RIO NEGRO	AUTOTRANSPORTES BLANCO QUIRÓS S.A.	(RA-469)
673	SAN VITO-AGUAS CLARAS	AUTOTRANSPORTES BLANCO QUIRÓS S.A.	(RA-469)
661	SAN VITO-RIO SERENO	VÍCTOR HUGO CARVAJAL RIVERA	(RA-310)
661	SAN VITO-SAN RAFAEL	VÍCTOR HUGO CARVAJAL RIVERA	(RA-310)
661	SAN VITO-SABALITO	VÍCTOR HUGO CARVAJAL RIVERA	(RA-310)
661	SAN VITO-LOURDES	VÍCTOR HUGO CARVAJAL RIVERA	(RA-310)
663	SAN VITO-LAS TABLAS O GUACIMO	AUTOTRANSPORTES BLANCO QUIRÓS S.A.	(RA-469)
663	SAN VITO-JABILLO	AUTOTRANSPORTES BLANCO QUIRÓS S.A.	(RA-469)
663	SAN VITO-LA PITA	AUTOTRANSPORTES BLANCO QUIRÓS S.A.	(RA-469)
663	SAN VITO-SAN CARLOS	AUTOTRANSPORTES BLANCO QUIRÓS S.A.	(RA-469)
663	SAN VITO-MONTELIMAR	AUTOTRANSPORTES BLANCO QUIRÓS S.A.	(RA-469)
663	SAN VITO-SANTA CECILIA	AUTOTRANSPORTES BLANCO QUIRÓS S.A.	(RA-469)
663	SAN VITO-SAN LUIS	AUTOTRANSPORTES BLANCO QUIRÓS S.A.	(RA-469)
663	SAN VITO-SABANILLAS	AUTOTRANSPORTES BLANCO QUIRÓS S.A.	(RA-469)
663	SAN VITO-GIOVANNI	AUTOTRANSPORTES BLANCO QUIRÓS S.A.	(RA-469)
663	SAN VITO-LA UNION	AUTOTRANSPORTES BLANCO QUIRÓS S.A.	(RA-469)
663	SAN VITO-MANCHURIA	AUTOTRANSPORTES BLANCO QUIRÓS S.A.	(RA-469)
663	SAN VITO-SAN RAFAEL	AUTOTRANSPORTES BLANCO QUIRÓS S.A.	(RA-469)
663	SAN VITO-SANTA RITA	AUTOTRANSPORTES BLANCO QUIRÓS S.A.	(RA-469)
663	SAN VITO-SANTA CLARA	AUTOTRANSPORTES BLANCO QUIRÓS S.A.	(RA-469)
674	SAN VITO-PASO REAL	AUTOTRANSPORTES BLANCO QUIRÓS S.A.	(RA-469)
674	SAN VITO-CLAVERA	AUTOTRANSPORTES BLANCO QUIRÓS S.A.	(RA-469)
674	SAN VITO-BOCA LIMON	AUTOTRANSPORTES BLANCO QUIRÓS S.A.	(RA-469)
674	SAN VITO-GUACIMO	AUTOTRANSPORTES BLANCO QUIRÓS S.A.	(RA-469)
674	SAN VITO-JAVILLO	AUTOTRANSPORTES BLANCO QUIRÓS S.A.	(RA-469)
674	SAN VITO-LA PITA	AUTOTRANSPORTES BLANCO QUIRÓS S.A.	(RA-469)
674	SAN VITO-MONTELIMAR	AUTOTRANSPORTES BLANCO QUIRÓS S.A.	(RA-469)
674	SAN VITO-SAN CARLOS	AUTOTRANSPORTES BLANCO QUIRÓS S.A.	(RA-469)
674	SAN VITO-SANTA CECILIA	AUTOTRANSPORTES BLANCO QUIRÓS S.A.	(RA-469)
674	SAN VITO-SAN LUIS	AUTOTRANSPORTES BLANCO QUIRÓS S.A.	(RA-469)
674	SAN VITO-SABANILLA	AUTOTRANSPORTES BLANCO QUIRÓS S.A.	(RA-469)
674	SAN VITO-GIOVANNI	AUTOTRANSPORTES BLANCO QUIRÓS S.A.	(RA-469)
674	SAN VITO-LA UNION	AUTOTRANSPORTES BLANCO QUIRÓS S.A.	(RA-469)
674	SAN VITO-LOS ANGELES	AUTOTRANSPORTES BLANCO QUIRÓS S.A.	(RA-469)
674	SAN VITO-SAN RAFAEL	AUTOTRANSPORTES BLANCO QUIRÓS S.A.	(RA-469)
674	SAN VITO-MANCHURIA	AUTOTRANSPORTES BLANCO QUIRÓS S.A.	(RA-469)
674	SAN VITO-SANTA RITA	AUTOTRANSPORTES BLANCO QUIRÓS S.A.	(RA-469)
674	SAN VITO-SANTA CLARA	AUTOTRANSPORTES BLANCO QUIRÓS S.A.	(RA-469)
665	QUEPOS-LA UVITA-BAHIA	AUTOTRANSPORTES BLANCO Y HERNÁNDEZ S.A.	(RA-065)
665	QUEPOS-DOMINICAL	AUTOTRANSPORTES BLANCO Y HERNÁNDEZ S.A.	(RA-065)
665	QUEPOS-HATILLO VIEJO	AUTOTRANSPORTES BLANCO Y HERNÁNDEZ S.A.	(RA-065)
665	QUEPOS-PALMA QUEMADA	AUTOTRANSPORTES BLANCO Y HERNÁNDEZ S.A.	(RA-065)
665	QUEPOS-MATAPALO	AUTOTRANSPORTES BLANCO Y HERNÁNDEZ S.A.	(RA-065)
665	QUEPOS-PORTALON	AUTOTRANSPORTES BLANCO Y HERNÁNDEZ S.A.	(RA-065)
665	QUEPOS-PACITO-EL GRAY	AUTOTRANSPORTES BLANCO Y HERNÁNDEZ S.A.	(RA-065)
665	QUEPOS-SAVEGRE-EL PAZO	AUTOTRANSPORTES BLANCO Y HERNÁNDEZ S.A.	(RA-065)
665	QUEPOS-MARITIMA	AUTOTRANSPORTES BLANCO Y HERNÁNDEZ S.A.	(RA-065)
665	QUEPOS-LA PLANTA	AUTOTRANSPORTES BLANCO Y HERNÁNDEZ S.A.	(RA-065)
665	QUEPOS-BARTOLO-RONCADOR	AUTOTRANSPORTES BLANCO Y HERNÁNDEZ S.A.	(RA-065)
665	QUEPOS-LLAMARON	AUTOTRANSPORTES BLANCO Y HERNÁNDEZ S.A.	(RA-065)
665	QUEPOS-MANAGUA	AUTOTRANSPORTES BLANCO Y HERNÁNDEZ S.A.	(RA-065)
665	QUEPOS-COLEGIO	AUTOTRANSPORTES BLANCO Y HERNÁNDEZ S.A.	(RA-065)
665	  EXT QUEPOS-EL SILENCIO	AUTOTRANSPORTES BLANCO Y HERNÁNDEZ S.A.	(RA-065)
665	  EXT QUEPOS-SANTO DOMINGO	AUTOTRANSPORTES BLANCO Y HERNÁNDEZ S.A.	(RA-065)
666	PARRITA-POZO AZUL	AUTOTRANSPORTES PLAYON ROJAS ARCE S.A.	(RA-450)
666	PARRITA-EL BARRO	AUTOTRANSPORTES PLAYON ROJAS ARCE S.A.	(RA-450)
666	PARRITA-PLAYON-SAN ISIDRO	AUTOTRANSPORTES PLAYON ROJAS ARCE S.A.	(RA-450)
666	PARRITA-ENTRADA A LAS MESAS	AUTOTRANSPORTES PLAYON ROJAS ARCE S.A.	(RA-450)
666	PARRITA-PLAYON SUR	AUTOTRANSPORTES PLAYON ROJAS ARCE S.A.	(RA-450)
666	PARRITA-EL INGENIO	AUTOTRANSPORTES PLAYON ROJAS ARCE S.A.	(RA-450)
666	PARRITA-EL TIGRE	AUTOTRANSPORTES PLAYON ROJAS ARCE S.A.	(RA-450)
666	PARRITA-LOS ANGELES	AUTOTRANSPORTES PLAYON ROJAS ARCE S.A.	(RA-450)
667	ESPARZA-MOJON-MARAÑONAL	VIDAL ZAMORA CORDOBA	No Tiene RA
668	  EXT PUNTARENAS-SALINAS	JULIO DIONISIO REYES SERRANO	(RA-211)
668	PUNTARENAS-MATA DE LIMON	JULIO DIONISIO REYES SERRANO	(RA-211)
668	PUNTARENAS-CALDERA	JULIO DIONISIO REYES SERRANO	(RA-211)
668	PUNTARENAS-BOCA DE BARRANCA	JULIO DIONISIO REYES SERRANO	(RA-211)
668	PUNTARENAS-EL ROBLE	JULIO DIONISIO REYES SERRANO	(RA-211)
669	BUENOS AIRES-COLINAS	JOSÉ LUIS MORA ELIZONDO	(RA-405)
669	BUENOS AIRES-MAIZ	JOSÉ LUIS MORA ELIZONDO	(RA-405)
669	BUENOS AIRES-OJO DE AGUA	JOSÉ LUIS MORA ELIZONDO	(RA-405)
669	BUENOS AIRES-BORUCA	JOSÉ LUIS MORA ELIZONDO	(RA-405)
669	BUENOS AIRES-BELLA VISTA	JOSÉ LUIS MORA ELIZONDO	(RA-405)
669	BUENOS AIRES-SAN ANTONIO	JOSÉ LUIS MORA ELIZONDO	(RA-405)
669	BUENOS AIRES-TERRABA	JOSÉ LUIS MORA ELIZONDO	(RA-405)
669	BUENOS AIRES-EL BRUJO	JOSÉ LUIS MORA ELIZONDO	(RA-405)
669	BUENOS AIRES-CEIBÓN	JOSÉ LUIS MORA ELIZONDO	(RA-405)
669	BUENOS AIRES-TERRABA	JOSÉ LUIS MORA ELIZONDO	(RA-405)
669	BUENOS AIRES-EL BRUJO	JOSÉ LUIS MORA ELIZONDO	(RA-405)
670	CIUDAD NEILLY-PUEBLO NUEVO	JUAN SALAZAR FONSECA	No Tiene RA
670	CIUDAD NEILLY-CAMPIÑA	JUAN SALAZAR FONSECA	No Tiene RA
670	CIUDAD NEILLY-SANTA LUCIA	JUAN SALAZAR FONSECA	No Tiene RA
670	CIUDAD NEILLY-ABANGARES	JUAN SALAZAR FONSECA	No Tiene RA
670	CIUDAD NEILLY-NARANJO	JUAN SALAZAR FONSECA	No Tiene RA
670	CIUDAD NEILLY-TAMARINDO	JUAN SALAZAR FONSECA	No Tiene RA
670	CIUDAD NEILLY-KM 31	JUAN SALAZAR FONSECA	No Tiene RA
670	CIUDAD NEILLY-KM 29	JUAN SALAZAR FONSECA	No Tiene RA
670	CIUDAD NEILLY-KM 27	JUAN SALAZAR FONSECA	No Tiene RA
670	CIUDAD NEILLY-KM 26	JUAN SALAZAR FONSECA	No Tiene RA
670	CIUDAD NEILLY-KM 25	JUAN SALAZAR FONSECA	No Tiene RA
670	CIUDAD NEILLY-KM 24	JUAN SALAZAR FONSECA	No Tiene RA
670	CIUDAD NEILLY-LA CHANCHERA	JUAN SALAZAR FONSECA	No Tiene RA
670 A	CIUDAD NEILLY-FINCAS-VALLE DE COTO	JUAN SALAZAR FONSECA	No Tiene RA
679	LAS TABLAS-SAN LUIS	AUTOTRANSPORTES BLANCO QUIRÓS S.A.	(RA-469)
679	LAS TABLAS-ALTAMIRA	AUTOTRANSPORTES BLANCO QUIRÓS S.A.	(RA-469)
679	LAS TABLAS-COLORADO	AUTOTRANSPORTES BLANCO QUIRÓS S.A.	(RA-469)
679	LAS TABLAS-EL CAMPO	AUTOTRANSPORTES BLANCO QUIRÓS S.A.	(RA-469)
679	LAS TABLAS-EL CARMEN	AUTOTRANSPORTES BLANCO QUIRÓS S.A.	(RA-469)
679	LAS TABLAS-SABALO	AUTOTRANSPORTES BLANCO QUIRÓS S.A.	(RA-469)
679	LAS TABLAS-FINCA LA ESPERANZA	AUTOTRANSPORTES BLANCO QUIRÓS S.A.	(RA-469)
679	LAS TABLAS-COOPEPRENDAS	AUTOTRANSPORTES BLANCO QUIRÓS S.A.	(RA-469)
677	PASO REAL-SANTA LUCIA	TRANSPORTES EGO S.A.	(RA-336)
677	PASO REAL-PILON	TRANSPORTES EGO S.A.	(RA-336)
677	PASO REAL-CHANGUENA	TRANSPORTES EGO S.A.	(RA-336)
699 BS	SAN JOSE-PUERTO JIMENEZ	AUTOTRANSPORTES BLANCO LOBO S.A.	(RA-142)
699 BS	SAN ISIDRO-PUERTO JIMENEZ	AUTOTRANSPORTES BLANCO LOBO S.A.	(RA-142)
699 BS	SAN ISIDRO-LA PALMA	AUTOTRANSPORTES BLANCO LOBO S.A.	(RA-142)
699 BS	SAN ISIDRO-RINCON DE OSA	AUTOTRANSPORTES BLANCO LOBO S.A.	(RA-142)
699 BS	SAN ISIDRO-MOGOS	AUTOTRANSPORTES BLANCO LOBO S.A.	(RA-142)
699 BS	SAN ISIDRO-CHACARITA	AUTOTRANSPORTES BLANCO LOBO S.A.	(RA-142)
699 BS	SAN ISIDRO-PALMAR	AUTOTRANSPORTES BLANCO LOBO S.A.	(RA-142)
699 BS	SAN ISIDRO-BUENOS AIRES	AUTOTRANSPORTES BLANCO LOBO S.A.	(RA-142)
699 BS	BUENOS AIRES-PUERTO JIMENEZ	AUTOTRANSPORTES BLANCO LOBO S.A.	(RA-142)
699 BS	BUENOS AIRES-LA PALMA	AUTOTRANSPORTES BLANCO LOBO S.A.	(RA-142)
699 BS	BUENOS AIRES-RINCON DE OSA	AUTOTRANSPORTES BLANCO LOBO S.A.	(RA-142)
699 BS	PALMAR-PUERTO JIMENEZ	AUTOTRANSPORTES BLANCO LOBO S.A.	(RA-142)
699 BS	PALMAR-LA PALMA	AUTOTRANSPORTES BLANCO LOBO S.A.	(RA-142)
699 BS	PALMAR-RINCON DE OSA	AUTOTRANSPORTES BLANCO LOBO S.A.	(RA-142)
699 BS	PALMAR-MOGOS	AUTOTRANSPORTES BLANCO LOBO S.A.	(RA-142)
699 BS	CHACARITA-PUERTO JIMENEZ	AUTOTRANSPORTES BLANCO LOBO S.A.	(RA-142)
680	PUERTO JIMENEZ-CARATE	LUIS ALBERTO ARIAS ESPINOZA	(RA-386)
681	ESPARZA-BARON	LUIS EMILIO ALPIZAR ROJAS	(RA-461)
681	ESPARZA-SAN RAFAEL	LUIS EMILIO ALPIZAR ROJAS	(RA-461)
681	ESPARZA-NANCES	LUIS EMILIO ALPIZAR ROJAS	(RA-461)
690	SABANILLA-PARAISO ARRIBA	AUTOTRANSPORTES BLANCO QUIRÓS S.A.	(RA-469)
690	SABANILLA-PARAISO	AUTOTRANSPORTES BLANCO QUIRÓS S.A.	(RA-469)
690	SABANILLA-PUENTE DE PARAISO	AUTOTRANSPORTES BLANCO QUIRÓS S.A.	(RA-469)
690	SABANILLA-LAS VEGAS	AUTOTRANSPORTES BLANCO QUIRÓS S.A.	(RA-469)
690	SABANILLA-CAPULLO	AUTOTRANSPORTES BLANCO QUIRÓS S.A.	(RA-469)
690	SABANILLA-EL ALTO	AUTOTRANSPORTES BLANCO QUIRÓS S.A.	(RA-469)
690	SABANILLA-CRUCE	AUTOTRANSPORTES BLANCO QUIRÓS S.A.	(RA-469)
690	SABANILLA-CASONA	AUTOTRANSPORTES BLANCO QUIRÓS S.A.	(RA-469)
690	SABANILLA-CRUCE SAN GERARDO	AUTOTRANSPORTES BLANCO QUIRÓS S.A.	(RA-469)
691	GOLFITO-RIO CLARO DE PAVONES	EDUARDO BARRANTES CAMPOS	(RA-295)
691	GOLFITO-PAVONES	EDUARDO BARRANTES CAMPOS	(RA-295)
691	GOLFITO-CUERVITO	EDUARDO BARRANTES CAMPOS	(RA-295)
691	GOLFITO-CRUCE DE CONTE	EDUARDO BARRANTES CAMPOS	(RA-295)
691	GOLFITO-LA ESCUADRA	EDUARDO BARRANTES CAMPOS	(RA-295)
691	GOLFITO-JARDIN	EDUARDO BARRANTES CAMPOS	(RA-295)
691	GOLFITO-CRUCE A CAMPIÑA	EDUARDO BARRANTES CAMPOS	(RA-295)
691	GOLFITO-PUEBLO NUEVO	EDUARDO BARRANTES CAMPOS	(RA-295)
691	GOLFITO-HIGUERONES	EDUARDO BARRANTES CAMPOS	(RA-295)
694	PUNTARENAS-CALLE EL ARREO	INVERSIONES SHINJI JAPONÉS S.A.	(RA-394)
695	PUNTARENAS-CALDERA	TRANSPORTES QUEPOS PUNTARENAS S.A.	(RA-048)
695	PUNTARENAS-UVITA	TRANSPORTES QUEPOS PUNTARENAS S.A.	(RA-048)
695	PUNTARENAS-POZON	TRANSPORTES QUEPOS PUNTARENAS S.A.	(RA-048)
695	PUNTARENAS-CAPULIN	TRANSPORTES QUEPOS PUNTARENAS S.A.	(RA-048)
695	PUNTARENAS-TARCOLES	TRANSPORTES QUEPOS PUNTARENAS S.A.	(RA-048)
695	PUNTARENAS-QUEBRADA GANADO	TRANSPORTES QUEPOS PUNTARENAS S.A.	(RA-048)
695	PUNTARENAS-HERRADURA	TRANSPORTES QUEPOS PUNTARENAS S.A.	(RA-048)
695	PUNTARENAS-JACO	TRANSPORTES QUEPOS PUNTARENAS S.A.	(RA-048)
695	PUNTARENAS-PLAYA HERMOSA	TRANSPORTES QUEPOS PUNTARENAS S.A.	(RA-048)
695	PUNTARENAS-QUEBRADA AMARILLA	TRANSPORTES QUEPOS PUNTARENAS S.A.	(RA-048)
695	PUNTARENAS-ESTERILLOS	TRANSPORTES QUEPOS PUNTARENAS S.A.	(RA-048)
695	PUNTARENAS-ARROCERA LA 45	TRANSPORTES QUEPOS PUNTARENAS S.A.	(RA-048)
695	PUNTARENAS-PARRITA	TRANSPORTES QUEPOS PUNTARENAS S.A.	(RA-048)
695	PUNTARENAS-POCARES	TRANSPORTES QUEPOS PUNTARENAS S.A.	(RA-048)
695	PUNTARENAS-QUEPOS	TRANSPORTES QUEPOS PUNTARENAS S.A.	(RA-048)
695	QUEPOS-ARROCERA LA 45	TRANSPORTES QUEPOS PUNTARENAS S.A.	(RA-048)
695	QUEPOS-ESTERILLOS	TRANSPORTES QUEPOS PUNTARENAS S.A.	(RA-048)
695	QUEPOS-QUEBRADA AMARILLA	TRANSPORTES QUEPOS PUNTARENAS S.A.	(RA-048)
695	QUEPOS-PLAYA HERMOSA	TRANSPORTES QUEPOS PUNTARENAS S.A.	(RA-048)
695	QUEPOS-JACO	TRANSPORTES QUEPOS PUNTARENAS S.A.	(RA-048)
695	QUEPOS-HERRADURA	TRANSPORTES QUEPOS PUNTARENAS S.A.	(RA-048)
695	QUEPOS-QUEBRADA GANADO	TRANSPORTES QUEPOS PUNTARENAS S.A.	(RA-048)
695	QUEPOS-TARCOLES	TRANSPORTES QUEPOS PUNTARENAS S.A.	(RA-048)
695	QUEPOS-CAPULIN	TRANSPORTES QUEPOS PUNTARENAS S.A.	(RA-048)
695	QUEPOS-POZON	TRANSPORTES QUEPOS PUNTARENAS S.A.	(RA-048)
695	QUEPOS-UVITA	TRANSPORTES QUEPOS PUNTARENAS S.A.	(RA-048)
695	QUEPOS-CALDERA	TRANSPORTES QUEPOS PUNTARENAS S.A.	(RA-048)
695	QUEPOS-PUNTARENAS	TRANSPORTES QUEPOS PUNTARENAS S.A.	(RA-048)
695	PUNTARENAS-QUEPOS	TRANSPORTES QUEPOS PUNTARENAS S.A.	(RA-048)
695	PUNTARENAS-DAMAS	TRANSPORTES QUEPOS PUNTARENAS S.A.	(RA-048)
695	PUNTARENAS-POCARES	TRANSPORTES QUEPOS PUNTARENAS S.A.	(RA-048)
695	PUNTARENAS-PARRITA	TRANSPORTES QUEPOS PUNTARENAS S.A.	(RA-048)
695	PUNTARENAS-LA 45-ARROCERA	TRANSPORTES QUEPOS PUNTARENAS S.A.	(RA-048)
